NAZWA;WK;PK;GK;GT;PT;Typ jednostki;Podtyp jednostki;Kod GUS;Kod MSWiA;Data od;Data do;Miejscowosc;Kod pocztowy;Adres
wrzesiÒski;30;30;00;0;1;Powiat;;3030000;;1999-01-01;;WRZEåNIA;62-300;ul.Chopina 10
KO£ACZKOWO;30;30;01;2;0;Gmina;Gmina wiejska;3030012;;1994-01-01;;KO£ACZKOWO;62-306;ul.W≥adys≥awa Reymonta 3
MI£OS£AW;30;30;02;3;0;Gmina;Gmina miejsko-wiejska;3030023;;1994-01-01;;MI£OS£AW;62-320;ul.WrzesiÒska  19
NEKLA;30;30;03;3;0;Gmina;Gmina miejsko-wiejska;3030033;;1994-01-01;;NEKLA;62-330;ul.Dworcowa 10
PYZDRY;30;30;04;3;0;Gmina;Gmina miejsko-wiejska;3030043;;1994-01-01;;PYZDRY;62-310;ul.Taczanowskiego 1
WRZEåNIA;30;30;05;3;0;Gmina;Gmina miejsko-wiejska;3030053;;1994-01-01;;WRZEåNIA;62-300;ul.Ratuszowa 1
z≥otowski;30;31;00;0;1;Powiat;;3031000;;1999-01-01;;Z£OT”W;77-400;al.Piasta 25
Z£OT”W;30;31;01;1;0;Gmina;Gmina miejska;3031011;;1994-01-01;;Z£OT”W;77-400;Al.Piasta 1
JASTROWIE;30;31;02;3;0;Gmina;Gmina miejsko-wiejska;3031023;;1994-01-01;;JASTROWIE;64-915;ul.Øymierskiego 79
KRAJENKA;30;31;03;3;0;Gmina;Gmina miejsko-wiejska;3031033;;1994-01-01;;KRAJENKA;77-430;ul.W≥. Jagie≥≥y 9
LIPKA;30;31;04;2;0;Gmina;Gmina wiejska;3031042;;1994-01-01;;LIPKA;77-420;ul.Koúciuszki 28
OKONEK;30;31;05;3;0;Gmina;Gmina miejsko-wiejska;3031053;;1994-01-01;;OKONEK;64-965;ul.Niepodleg≥oúci 53
TARN”WKA;30;31;06;2;0;Gmina;Gmina wiejska;3031062;;1994-01-01;;TARN”WKA;77-416;ul.ZwyciÍstwa 2
ZAKRZEWO;30;31;07;2;0;Gmina;Gmina wiejska;3031072;;1994-01-01;;ZAKRZEWO;77-424;ul.KujaÒska 5
Z£OT”W;30;31;08;2;0;Gmina;Gmina wiejska;3031082;;1994-01-01;;Z£OT”W;77-400;ul.Leúna 7
Kalisz;30;61;00;0;2;Miasto na prawach powiatu;;3061000;;1999-01-01;;KALISZ;62-800;ul.G≥Ûwny Rynek 20
Konin;30;62;00;0;2;Miasto na prawach powiatu;;3062000;;1999-01-01;;KONIN;62-510;pl.Wolnoúci 1
Leszno;30;63;00;0;2;Miasto na prawach powiatu;;3063000;;1999-01-01;;LESZNO;64-100;ul.Karasia 15
PoznaÒ;30;64;00;0;2;Miasto na prawach powiatu;;3064000;;1999-01-01;;POZNA—;61-841;pl.Kolegiacki 17
zachodniopomorskie;32;00;00;0;0;WojewÛdztwo;;3200000;;1999-01-01;;Szczecin;70-540;ul.Korsarzy 34
bia≥ogardzki;32;01;00;0;1;Powiat;;3201000;;1999-01-01;;BIA£OGARD;78-200;ul.1-go Maja 18
BIA£OGARD;32;01;01;1;0;Gmina;Gmina miejska;3201011;;1994-01-01;;BIA£OGARD;78-200;ul.1-go Maja 18
BIA£OGARD;32;01;02;2;0;Gmina;Gmina wiejska;3201022;;1994-01-01;;BIA£OGARD;78-200;ul.WileÒska 8
KARLINO;32;01;03;3;0;Gmina;Gmina miejsko-wiejska;3201033;;1994-01-01;;KARLINO;78-230;Pl.Koúcielny 7
TYCHOWO;32;01;04;3;0;Gmina;Gmina miejsko-wiejska;3201043;;2010-01-01;;TYCHOWO;78-220;ul.Bobolicka 17
choszczeÒski;32;02;00;0;1;Powiat;;3202000;;1999-01-01;;CHOSZCZNO;73-200;ul.Nadbrzeøna 2
BIERZWNIK;32;02;01;2;0;Gmina;Gmina wiejska;3202012;;1994-01-01;;BIERZWNIK;73-240;ul.Kopernika 2
CHOSZCZNO;32;02;02;3;0;Gmina;Gmina miejsko-wiejska;3202023;;1994-01-01;;CHOSZCZNO;73-200;ul.Wolnoúci 24
DRAWNO;32;02;03;3;0;Gmina;Gmina miejsko-wiejska;3202033;;1994-01-01;;DRAWNO;73-220;ul.Koúcielna 3
KRZ CIN;32;02;04;2;0;Gmina;Gmina wiejska;3202042;;1994-01-01;;KRZ CIN;73-231;ul.Tylna 7
PE£CZYCE;32;02;05;3;0;Gmina;Gmina miejsko-wiejska;3202053;;2010-04-01;;PE£CZYCE;73-260;ul.Rynek Bursztynowy 2
RECZ;32;02;06;3;0;Gmina;Gmina miejsko-wiejska;3202063;;1994-01-01;;RECZ;73-210;ul.Ratuszowa 17
drawski;32;03;00;0;1;Powiat;;3203000;;1999-01-01;;DRAWSKO POMORSKIE;78-500;Pl.E.Orzeszkowej 3
CZAPLINEK;32;03;01;3;0;Gmina;Gmina miejsko-wiejska;3203013;;1994-01-01;;CZAPLINEK;78-550;ul.Rynek 6
DRAWSKO POMORSKIE;32;03;02;3;0;Gmina;Gmina miejsko-wiejska;3203023;;1994-01-01;;DRAWSKO POMORSKIE;78-500;ul. Gen. W≥.Sikorskiego 41
KALISZ POMORSKI;32;03;03;3;0;Gmina;Gmina miejsko-wiejska;3203033;;1994-01-01;;KALISZ POMORSKI;78-540;ul.Wolnoúci 25
OSTROWICE;32;03;04;2;0;Gmina;Gmina wiejska;3203042;;1994-01-01;;OSTROWICE;78-506;Ostrowice 6
WIERZCHOWO;32;03;05;2;0;Gmina;Gmina wiejska;3203052;;1994-01-01;;WIERZCHOWO;78-530;ul. D≥uga 29
Z£OCIENIEC;32;03;06;3;0;Gmina;Gmina miejsko-wiejska;3203063;;1994-01-01;;Z£OCIENIEC;78-520;ul.Stary Rynek 3
goleniowski;32;04;00;0;1;Powiat;;3204000;;1999-01-01;;GOLENI”W;72-100;ul.Dworcowa 1
GOLENI”W;32;04;02;3;0;Gmina;Gmina miejsko-wiejska;3204023;;1994-01-01;;GOLENI”W;72-100;ul.Plac LotnikÛw 1
MASZEWO;32;04;03;3;0;Gmina;Gmina miejsko-wiejska;3204033;;1994-01-01;;MASZEWO;72-130;Pl.Wolnoúci 2
NOWOGARD;32;04;04;3;0;Gmina;Gmina miejsko-wiejska;3204043;;1994-01-01;;NOWOGARD;72-200;Pl.Wolnoúci 1
OSINA;32;04;05;2;0;Gmina;Gmina wiejska;3204052;;1994-01-01;;OSINA;72-221;Osina 64
PRZYBIERN”W;32;04;06;2;0;Gmina;Gmina wiejska;3204062;;1994-01-01;;PRZYBIERN”W;72-110;ul.Cisowa 3
STEPNICA;32;04;07;2;0;Gmina;Gmina wiejska;3204072;;1994-01-01;;STEPNICA;72-112;ul.Koúciuszki 4
gryficki;32;05;00;0;1;Powiat;;3205000;;1999-01-01;;GRYFICE;72-300;Plac ZwyciÍstwa 37
BROJCE;32;05;01;2;0;Gmina;Gmina wiejska;3205012;;1994-01-01;;BROJCE;72-304;ul.D≥uga 48
GRYFICE;32;05;02;3;0;Gmina;Gmina miejsko-wiejska;3205023;;1994-01-01;;GRYFICE;72-300;Pl.ZwyciÍstwa 37
KARNICE;32;05;03;2;0;Gmina;Gmina wiejska;3205032;;1994-01-01;;KARNICE;72-343;ul.11-go Marca 7
P£OTY;32;05;04;3;0;Gmina;Gmina miejsko-wiejska;3205043;;1994-01-01;;P£OTY;72-310;Pl.Konstytucji 3 Maja 1
REWAL;32;05;07;2;0;Gmina;Gmina wiejska;3205072;;1994-01-01;;REWAL;72-344;ul.Mickiewicza 19
TRZEBIAT”W;32;05;08;3;0;Gmina;Gmina miejsko-wiejska;3205083;;1994-01-01;;TRZEBIAT”W;72-320;ul.Rynek 1
gryfiÒski;32;06;00;0;1;Powiat;;3206000;;1999-01-01;;GRYFINO;74-101;ul.11-go Listopada 16d
BANIE;32;06;01;2;0;Gmina;Gmina wiejska;3206012;;1994-01-01;;BANIE;74-110;ul.Skoúna 6
CEDYNIA;32;06;02;3;0;Gmina;Gmina miejsko-wiejska;3206023;;1994-01-01;;CEDYNIA;74-520;Pl.Wolnoúci 1
CHOJNA;32;06;03;3;0;Gmina;Gmina miejsko-wiejska;3206033;;1994-01-01;;CHOJNA;74-500;ul.JagielloÒska 4
GRYFINO;32;06;04;3;0;Gmina;Gmina miejsko-wiejska;3206043;;1994-01-01;;GRYFINO;74-100;ul.1 Maja 16
MIESZKOWICE;32;06;05;3;0;Gmina;Gmina miejsko-wiejska;3206053;;1994-01-01;;MIESZKOWICE;74-505;ul. Chopina 1
MORY—;32;06;06;3;0;Gmina;Gmina miejsko-wiejska;3206063;;1994-01-01;;MORY—;74-503;Plac Wolnoúci 1
STARE CZARNOWO;32;06;07;2;0;Gmina;Gmina wiejska;3206072;;1994-01-01;;STARE CZARNOWO;74-106;ul.SzczeciÒska 23
TRZCI—SKO-ZDR”J;32;06;08;3;0;Gmina;Gmina miejsko-wiejska;3206083;;1994-01-01;;TRZCI—SKO-ZDR”J;74-510;ul.Rynek 15
WIDUCHOWA;32;06;09;2;0;Gmina;Gmina wiejska;3206092;;1994-01-01;;WIDUCHOWA;74-120;ul.Grunwaldzka 8
kamieÒski;32;07;00;0;1;Powiat;;3207000;;1999-01-01;;KAMIE— POMORSKI;72-400;ul.Mieszka I 5b
DZIWN”W;32;07;01;3;0;Gmina;Gmina miejsko-wiejska;3207013;;2004-01-01;;DZIWN”W;72-420;ul.Szosowa 5
GOLCZEWO;32;07;02;3;0;Gmina;Gmina miejsko-wiejska;3207023;;1994-01-01;;GOLCZEWO;72-410;Pl.ZwyciÍstwa 23
KAMIE— POMORSKI;32;07;03;3;0;Gmina;Gmina miejsko-wiejska;3207033;;1994-01-01;;KAMIE— POMORSKI;72-400;ul.Stary Rynek 1
MI DZYZDROJE;32;07;04;3;0;Gmina;Gmina miejsko-wiejska;3207043;;1994-01-01;;MI DZYZDROJE;72-500;ul.Ks. Pomorskich 5
åWIERZNO;32;07;05;2;0;Gmina;Gmina wiejska;3207052;;1994-01-01;;åWIERZNO;72-405;åwierzno 13
WOLIN;32;07;06;3;0;Gmina;Gmina miejsko-wiejska;3207063;;1994-01-01;;WOLIN;72-510;ul.Zamkowa 23
ko≥obrzeski;32;08;00;0;1;Powiat;;3208000;;1999-01-01;;KO£OBRZEG;78-100;pl.Ratuszowy 1
KO£OBRZEG;32;08;01;1;0;Gmina;Gmina miejska;3208011;;1994-01-01;;KO£OBRZEG;78-100;ul.Ratuszowa 13
DYGOWO;32;08;02;2;0;Gmina;Gmina wiejska;3208022;;1994-01-01;;DYGOWO;78-113;ul.Kolejowa 1
GOåCINO;32;08;03;3;0;Gmina;Gmina miejsko-wiejska;3208033;;2011-01-01;;GOåCINO;78-120;ul.4 Dywizji WP 58
KO£OBRZEG;32;08;04;2;0;Gmina;Gmina wiejska;3208042;;1994-01-01;;KO£OBRZEG;78-100;ul.Trzebiatowska 48a
RYMA—;32;08;05;2;0;Gmina;Gmina wiejska;3208052;;1994-01-01;;RYMA—;78-125;ul.Szkolna 7
SIEMYåL;32;08;06;2;0;Gmina;Gmina wiejska;3208062;;1994-01-01;;SIEMYåL;78-123;ul.Ko≥obrzeska 14
USTRONIE MORSKIE;32;08;07;2;0;Gmina;Gmina wiejska;3208072;;1994-01-01;;USTRONIE MORSKIE;78-111;ul.Chrobrego 68
koszaliÒski;32;09;00;0;1;Powiat;;3209000;;1999-01-01;;KOSZALIN;75-620;ul.Rac≥awicka 13
B DZINO;32;09;01;2;0;Gmina;Gmina wiejska;3209012;;1994-01-01;;B DZINO;76-037;BÍdzino 19
BIESIEKIERZ;32;09;02;2;0;Gmina;Gmina wiejska;3209022;;1994-01-01;;BIESIEKIERZ;76-039;Biesiekierz 103
BOBOLICE;32;09;03;3;0;Gmina;Gmina miejsko-wiejska;3209033;;1994-01-01;;BOBOLICE;76-020;ul.Ratuszowa 1
MANOWO;32;09;04;2;0;Gmina;Gmina wiejska;3209042;;1994-01-01;;MANOWO;76-015;Manowo 40
MIELNO;32;09;05;2;0;Gmina;Gmina wiejska;3209052;;1994-01-01;;MIELNO;76-032;ul.Chrobrego 10
POLAN”W;32;09;06;3;0;Gmina;Gmina miejsko-wiejska;3209063;;1994-01-01;;POLAN”W;76-010;Pl.Wolnoúci 4
SIAN”W;32;09;07;3;0;Gmina;Gmina miejsko-wiejska;3209073;;1994-01-01;;SIAN”W;76-004;ul.Armii Polskiej 30
åWIESZYNO;32;09;08;2;0;Gmina;Gmina wiejska;3209082;;1994-01-01;;åWIESZYNO;76-024;åwieszyno 71
myúliborski;32;10;00;0;1;Powiat;;3210000;;1999-01-01;;MYåLIB”RZ;74-300;ul.Marcinkowskiego 2
BARLINEK;32;10;01;3;0;Gmina;Gmina miejsko-wiejska;3210013;;1994-01-01;;BARLINEK;74-320;ul.Niepodleg≥oúci 20
BOLESZKOWICE;32;10;02;2;0;Gmina;Gmina wiejska;3210022;;1994-01-01;;BOLESZKOWICE;74-407;ul.åwierczewskiego 24
D BNO;32;10;03;3;0;Gmina;Gmina miejsko-wiejska;3210033;;1994-01-01;;D BNO;74-400;ul.Marsz.J.Pi≥sudskiego 5
MYåLIB”RZ;32;10;04;3;0;Gmina;Gmina miejsko-wiejska;3210043;;1994-01-01;;MYåLIB”RZ;74-300;ul.Rynek 1
NOWOGR”DEK POMORSKI;32;10;05;2;0;Gmina;Gmina wiejska;3210052;;1994-01-01;;NOWOGR”DEK POMORSKI;74-304;ul.Mickiewicza 1
policki;32;11;00;0;1;Powiat;;3211000;;1999-01-01;;POLICE;72-010;ul.Tanowska 8
DOBRA SZCZECI—SKA;32;11;01;2;0;Gmina;Gmina wiejska;3211012;;1994-01-01;;DOBRA (SZCZECI—SKA);72-003;ul.SzczeciÒska 16a
KO£BASKOWO;32;11;02;2;0;Gmina;Gmina wiejska;3211022;;1994-01-01;;KO£BASKOWO;72-001;Ko≥baskowo 106
NOWE WARPNO;32;11;03;3;0;Gmina;Gmina miejsko-wiejska;3211033;;1994-01-01;;NOWE WARPNO;72-022;Pl.ZwyciÍstwa 1
POLICE;32;11;04;3;0;Gmina;Gmina miejsko-wiejska;3211043;;1994-01-01;;POLICE;72-010;ul.Stefana Batorego 3
pyrzycki;32;12;00;0;1;Powiat;;3212000;;1999-01-01;;PYRZYCE;74-200;ul.LipiaÒska 4
BIELICE;32;12;01;2;0;Gmina;Gmina wiejska;3212012;;1994-01-01;;BIELICE;74-202;ul.Niepokalanej 34
KOZIELICE;32;12;02;2;0;Gmina;Gmina wiejska;3212022;;1994-01-01;;KOZIELICE;74-204;
LIPIANY;32;12;03;3;0;Gmina;Gmina miejsko-wiejska;3212033;;1994-01-01;;LIPIANY;74-240;Pl.Wolnoúci 1
PRZELEWICE;32;12;04;2;0;Gmina;Gmina wiejska;3212042;;1994-01-01;;PRZELEWICE;74-210;Przelewice 75
PYRZYCE;32;12;05;3;0;Gmina;Gmina miejsko-wiejska;3212053;;1994-01-01;;PYRZYCE;74-200;Pl.Ratuszowy 1
WARNICE;32;12;06;2;0;Gmina;Gmina wiejska;3212062;;1994-01-01;;WARNICE;74-201;Warnice 66
s≥awieÒski;32;13;00;0;1;Powiat;;3213000;;1999-01-01;;S£AWNO;76-100;ul.Sempo≥owskiej 2a
DAR£OWO;32;13;01;1;0;Gmina;Gmina miejska;3213011;;1994-01-01;;DAR£OWO;76-150;Pl. T. Koúciuszki 9
S£AWNO;32;13;02;1;0;Gmina;Gmina miejska;3213021;;1994-01-01;;S£AWNO;76-100;ul.Curie-Sk≥odowskiej 9
DAR£OWO;32;13;03;2;0;Gmina;Gmina wiejska;3213032;;1994-01-01;;DAR£OWO;76-150;ul.O.Damiana Tynieckiego 2
MALECHOWO;32;13;04;2;0;Gmina;Gmina wiejska;3213042;;1994-01-01;;MALECHOWO;76-142;Malechowo 21 a
POSTOMINO;32;13;05;2;0;Gmina;Gmina wiejska;3213052;;1994-01-01;;POSTOMINO;76-113;Postomino 30
S£AWNO;32;13;06;2;0;Gmina;Gmina wiejska;3213062;;1994-01-01;;S£AWNO;76-100;ul.M.C. Sk≥odowskiej 9
stargardzki;32;14;00;0;1;Powiat;;3214000;;1999-01-01;;STARGARD SZCZECI—SKI;73-110;ul.Skarbowa 1
STARGARD SZCZECI—SKI;32;14;01;1;0;Gmina;Gmina miejska;3214011;;1994-01-01;;STARGARD SZCZECI—SKI;73-110;ul.Czarnieckiego 17
CHOCIWEL;32;14;02;3;0;Gmina;Gmina miejsko-wiejska;3214023;;1994-01-01;;CHOCIWEL;73-120;ul.Armii Krajowej 52
DOBRZANY;32;14;03;3;0;Gmina;Gmina miejsko-wiejska;3214033;;1994-01-01;;DOBRZANY;73-130;ul.Staszica 1
DOLICE;32;14;04;2;0;Gmina;Gmina wiejska;3214042;;1994-01-01;;DOLICE;73-115;ul.Ogrodowa 10
I—SKO;32;14;05;3;0;Gmina;Gmina miejsko-wiejska;3214053;;1994-01-01;;I—SKO;73-140;ul.Boh. Warszawy 38
KOBYLANKA;32;14;06;2;0;Gmina;Gmina wiejska;3214062;;1994-01-01;;KOBYLANKA;73-108;ul.Szkolna 12
MARIANOWO;32;14;08;2;0;Gmina;Gmina wiejska;3214082;;1994-01-01;;MARIANOWO;73-121;ul.Mieszka I 1
STARA D•BROWA;32;14;09;2;0;Gmina;Gmina wiejska;3214092;;1994-01-01;;STARA D•BROWA;73-112;Stara Dπbrowa 20
STARGARD SZCZECI—SKI;32;14;10;2;0;Gmina;Gmina wiejska;3214102;;1994-01-01;;STARGARD SZCZECI—SKI;73-110;ul.Rynek Staromiejski 5
SUCHA—;32;14;11;3;0;Gmina;Gmina miejsko-wiejska;3214113;;1994-01-01;;SUCHA—;73-132;ul.Pomorska 72
szczecinecki;32;15;00;0;1;Powiat;;3215000;;1999-01-01;;SZCZECINEK;78-400;ul.28 Lutego 16
SZCZECINEK;32;15;01;1;0;Gmina;Gmina miejska;3215011;;1994-01-01;;SZCZECINEK;78-400;ul.Wolnoúci 13
BARWICE;32;15;02;3;0;Gmina;Gmina miejsko-wiejska;3215023;;1994-01-01;;BARWICE;78-460;ul.ZwyciÍzcÛw 22
BIA£Y B”R;32;15;03;3;0;Gmina;Gmina miejsko-wiejska;3215033;;1994-01-01;;BIA£Y B”R;78-425;ul.Øymierskiego 10
BORNE SULINOWO;32;15;04;3;0;Gmina;Gmina miejsko-wiejska;3215043;;1994-01-01;;BORNE SULINOWO;78-449;Al.Niepodleg≥oúci 6
GRZMI•CA;32;15;05;2;0;Gmina;Gmina wiejska;3215052;;1994-01-01;;GRZMI•CA;78-450;ul.1 Maja 7
SZCZECINEK;32;15;06;2;0;Gmina;Gmina wiejska;3215062;;1994-01-01;;SZCZECINEK;78-400;ul.Pilska 3
úwidwiÒski;32;16;00;0;1;Powiat;;3216000;;1999-01-01;;åWIDWIN;78-300;ul.Ko≥obrzeska 43
åWIDWIN;32;16;01;1;0;Gmina;Gmina miejska;3216011;;1994-01-01;;åWIDWIN;78-300;Pl.Konstytucji 3-Maja 1
BRZEØNO;32;16;02;2;0;Gmina;Gmina wiejska;3216022;;1994-01-01;;BRZEØNO;78-316;Brzeøno 50
PO£CZYN-ZDR”J;32;16;03;3;0;Gmina;Gmina miejsko-wiejska;3216033;;1994-01-01;;PO£CZYN-ZDR”J;78-320;Pl.Wolnoúci 3-4
R•BINO;32;16;04;2;0;Gmina;Gmina wiejska;3216042;;1994-01-01;;R•BINO;78-331;Rπbino 26
S£AWOBORZE;32;16;05;2;0;Gmina;Gmina wiejska;3216052;;1994-01-01;;S£AWOBORZE;78-314;ul. Kolejowa 8
åWIDWIN;32;16;06;2;0;Gmina;Gmina wiejska;3216062;;1994-01-01;;åWIDWIN;78-300;Pl.Konstytucji 3-Maja 1
wa≥ecki;32;17;00;0;1;Powiat;;3217000;;1999-01-01;;WA£CZ;78-600;ul.Dπbrowskiego 17
WA£CZ;32;17;01;1;0;Gmina;Gmina miejska;3217011;;1994-01-01;;WA£CZ;78-600;Pl.Wolnoúci 1
CZ£OPA;32;17;02;3;0;Gmina;Gmina miejsko-wiejska;3217023;;1994-01-01;;CZ£OPA;78-630;ul.Strzelecka 2
MIROS£AWIEC;32;17;03;3;0;Gmina;Gmina miejsko-wiejska;3217033;;1994-01-01;;MIROS£AWIEC;78-650;ul.Wolnoúci 37
TUCZNO;32;17;04;3;0;Gmina;Gmina miejsko-wiejska;3217043;;1994-01-01;;TUCZNO;78-640;ul.Wolnoúci 6
WA£CZ;32;17;05;2;0;Gmina;Gmina wiejska;3217052;;1994-01-01;;WA£CZ;78-600;ul.Dπbrowskiego 8
≥obeski;32;18;00;0;1;Powiat;;3218000;;2002-01-01;;£OBEZ;73-150;ul.Konopnickiej 41
DOBRA;32;18;01;3;0;Gmina;Gmina miejsko-wiejska;3218013;;2002-01-01;;DOBRA;72-210;ul.Rynek 1
£OBEZ;32;18;02;3;0;Gmina;Gmina miejsko-wiejska;3218023;;2002-01-01;;£OBEZ;73-150;ul.Niepodleg≥oúci 13
RADOWO MA£E;32;18;03;2;0;Gmina;Gmina wiejska;3218032;;2002-01-01;;RADOWO MA£E;72-314;Radowo Ma≥e
RESKO;32;18;04;3;0;Gmina;Gmina miejsko-wiejska;3218043;;2002-01-01;;RESKO;72-315;ul.Rynek 1
W GORZYNO;32;18;05;3;0;Gmina;Gmina miejsko-wiejska;3218053;;2002-01-01;;W GORZYNO;73-155;ul.Rynek 1
Koszalin;32;61;00;0;2;Miasto na prawach powiatu;;3261000;;1999-01-01;;KOSZALIN;75-007;ul.Rynek Staromiejski 6/7
Szczecin;32;62;00;0;2;Miasto na prawach powiatu;;3262000;;1999-01-01;;SZCZECIN;70-456;pl.Armii Krajowej 1
åwinoujúcie;32;63;00;0;2;Miasto na prawach powiatu;;3263000;;1999-01-01;;åWINOUJåCIE;72-600;ul.Wojska Polskiego 1/5
"Zwiπzek MiÍdzygminny BÛbr"" """;02;01;01;Z;8;Zwiπzek JST;;020101Z;288;2009-01-01;;Boles≥awiec;59-700;ul. £asicka 17/14
"Zwiπzek Gmin Powiatu Dzierøoniowskiego ZGPD-7"" w Dzierøoniowie""";02;02;05;Z;8;Zwiπzek JST;;020205Z;238;2002-05-10;;;;
Miedzygminny Zw. Celowy Powo≥any dla Stworzenia Wspolnego Systemu Gospodarki Odpadami w Powiecie K≥odzkim w K≥odzku;02;08;05;Z;8;Zwiπzek JST;;020805Z;223;2001-06-26;;;;
Zwiπzek Gmin ånieønickich;02;08;06;Z;8;Zwiπzek JST;;020806Z;181;1994-01-01;;;;
Wodociπg Lisowice;02;09;07;Z;8;Zwiπzek JST;;020907Z;067;1994-01-01;;;;
Wodociπg BartoszÛw - Tyniec Legnicki;02;09;08;Z;8;Zwiπzek JST;;020908Z;120;1994-01-01;;;;
Zwiazek Gmin KWISA;02;10;01;Z;8;Zwiπzek JST;;021001Z;049;1994-01-01;;;;
Zwiπzek Miedzygminny;02;14;07;Z;8;Zwiπzek JST;;021407Z;036;1994-01-01;;;;
"Ekologiczny Zwiπzek Gospodarki Odpadami Komunalnymi EKOGOK""""";02;15;01;Z;8;Zwiπzek JST;;021501Z;155;1994-01-01;;;;
Zwiπzek Gmin Zag≥Íbia Miedziowego;02;16;04;Z;8;Zwiπzek JST;;021604Z;121;1994-01-01;;;;
Zwiπzek MiÍdzygminny ålÍza - O≥awa ;02;17;04;Z;8;Zwiπzek JST;;021704Z;269;2006-01-01;;Strzelin;57-100;ul. Zπbkowicka 11
Komunikacyjny Zwiπzek Komunalny;02;19;01;Z;8;Zwiπzek JST;;021901Z;137;1994-01-01;;;;
Zwiπzek Gmin Zlewni Rzeki Bystrzycy;02;19;01;Z;8;Zwiπzek JST;;021901Z;277;2005-06-14;;;;
"Zwiπzek Gmin Bychowo""""";02;20;02;Z;8;Zwiπzek JST;;022002Z;107;1994-01-01;;;;
Zwiπzek Gmin Ziemi Zgorzeleckiej;02;25;02;Z;8;Zwiπzek JST;;022502Z;031;1994-01-01;;;;
Zwiπzek Gmin Karkonoskich;02;61;01;Z;8;Zwiπzek JST;;026101Z;058;1994-01-01;;;;
Wa≥brzyski Zwiπzek WodociπgÛw i Kanalizacji;02;63;01;Z;8;Zwiπzek JST;;026301Z;015;1994-01-01;;;;
Zwiπzek Gmin Ziemi Kujawskiej;04;01;01;Z;8;Zwiπzek JST;;040101Z;043;1994-01-01;;;;
Zwiπzek Gmin Powiatu Brodnickiego w Brodnicy;04;02;01;Z;8;Zwiπzek JST;;040201Z;237;2002-04-26;;;;
Zwiπzek Gmin Trasy KopernikaÒskiej - Droga MiÍdzyregionalna  Nr 52 w Brodnicy;04;02;03;Z;8;Zwiπzek JST;;040203Z;216;2001-04-03;;;;
Zwiπzek Gmin Ziemi Che≥miÒskiej;04;04;01;Z;8;Zwiπzek JST;;040401Z;006;1994-01-01;;;;
Zwiπzek Gmin Ziemi Golubsko-DobrzyÒskiej w m. Golubiu-Dobrzyniu;04;05;01;Z;8;Zwiπzek JST;;040501Z;255;2004-01-01;;;;
Zwiπzek Komunalny Gmin WojewÛdztwa ToruÒskiego;04;06;01;Z;8;Zwiπzek JST;;040601Z;053;1994-01-01;;;;
Kujawsko-Pa≥ucki Zwiπzek Miast i Gmin z siedzibπ w mieúcie Inowroc≥aw;04;07;01;Z;8;Zwiπzek JST;;040701Z;275;2005-01-01;;;;
Zwiπzek Gmin Zlewni Jeziora Gop≥o;04;07;06;Z;8;Zwiπzek JST;;040706Z;150;1994-01-01;;;;
Zwiπzek Gmin Kcynia, Nak≥o, Szubin;04;10;03;Z;8;Zwiπzek JST;;041003Z;173;1994-01-01;;;;
Zwiπzek Gmin RypiÒskich w Rypinie;04;12;01;Z;8;Zwiπzek JST;;041201Z;215;2001-03-09;;;;
Zwiπzek Gmin - MiÍdzygminny Oúrodek OpiekuÒczy;04;14;08;Z;8;Zwiπzek JST;;041408Z;159;1994-01-01;;;;
Zwiπzek Gmin Ziemi Wπbrzeskiej;04;17;01;Z;8;Zwiπzek JST;;041701Z;051;1994-01-01;;;;
Metropolitarny Zwiπzek Gmin Bydgoskich w Bydgoszczy;04;61;00;Z;8;Zwiπzek JST;;046100Z;235;2002-02-13;;BYDGOSZCZ;85-102;ul.Jezuicka 1
Zwiπzek Gmin Dorzecza Brdy;04;61;01;Z;8;Zwiπzek JST;;046101Z;119;1994-01-01;;;;
Kujawsko-DobrzyÒski Zwiπzek Gmin;04;64;00;Z;8;Zwiπzek JST;;046400Z;287;2008-01-01;;W≥oc≥awek;87-800;ul. Zielony Rynek 11/13
MiÍdzygminny Zwiπzek Komunalny;06;01;01;Z;8;Zwiπzek JST;;060101Z;188;2006-01-01;;MiÍdzyrzec Podlaski;21-560;ul. Warszawska 37
"MiÍdzygminny Zwiπzek Komunalny Tanew"" w Bi≥goraju""";06;02;01;Z;8;Zwiπzek JST;;060201Z;221;2001-06-08;;;;
"Zwiπzek Komunalny Pasmo""""";06;03;03;Z;8;Zwiπzek JST;;060303Z;122;1994-01-01;;;;
Zwiazek Gmin Ziemi Hrubieszowskiej w Hrubieszowie;06;04;03;Z;8;Zwiπzek JST;;060403Z;218;2001-05-18;;;;
MiÍdzygminny Zwiπzek Komunalny;06;07;01;Z;8;Zwiπzek JST;;060701Z;187;1994-01-01;;;;
Zwiπzek Komunalny Gmin Ziemi Lubartowskiej;06;08;01;Z;8;Zwiπzek JST;;060801Z;265;2006-01-01;;LubartÛw;21-100;ul. Lubelska 68
"Celowy Zwiπzek Gmin PROEKOB""""";06;08;01;Z;8;Zwiπzek JST;;060801Z;271;2006-01-01;;Be≥øyce;24-200;ul. Lubelska 3
Zwiπzek Miasta i Gminy LubartÛw;06;08;07;Z;8;Zwiπzek JST;;060807Z;244;2002-08-22;;;;
